,Unnamed: 0,id,release_date,original_title,title,collection,collection_id,Wikipedia movie ID
761,761,57635,1980-03-15,火の鳥2772 愛のコスモゾーン,Phoenix 2772,Phoenix Collection,873220,2620960.0
762,762,316301,1986-12-20,火の鳥 鳳凰編,Phoenix: Karma Chapter,Phoenix Collection,873220,1074647.0
763,763,335068,1987-08-01,火の鳥 ヤマト編,Phoenix: Yamato Chapter,Phoenix Collection,873220,1074647.0
764,764,335073,1987-12-21,火の鳥 宇宙編,Phoenix: Space Chapter,Phoenix Collection,873220,1074647.0
765,765,838333,2004-03-21,火の鳥,Phoenix,Phoenix Collection,873220,3266309.0
766,766,838320,2004-07-17,火の鳥 羽衣編,Phoenix: Robe of Feathers,Phoenix Collection,873220,1074647.0
767,767,1151861,2023-11-03,火の鳥 エデンの花,Phoenix: Reminiscence of Flower,Phoenix Collection,873220,1074647.0
768,768,571,1963-03-28,The Birds,The Birds,The Birds Collection,690952,304428.0
769,769,4337,1994-03-19,The Birds II: Land's End,The Birds II: Land's End,The Birds Collection,690952,5227029.0
770,770,68143,1946-11-22,Dick Tracy vs. Cueball,Dick Tracy vs. Cueball,Dick Tracy Collection,224011,13976296.0
771,771,112842,1945-12-01,Dick Tracy,Dick Tracy,Dick Tracy Collection,224011,13976657.0
772,772,70702,1947-09-26,Dick Tracy Meets Gruesome,Dick Tracy Meets Gruesome,Dick Tracy Collection,224011,12213607.0
773,773,117123,1947-05-20,Dick Tracy's Dilemma,Dick Tracy's Dilemma,Dick Tracy Collection,224011,13992681.0
774,774,246701,1938-08-19,Dick Tracy Returns,Dick Tracy Returns,Dick Tracy Collection,224011,8267486.0
775,775,138336,1937-02-20,Dick Tracy,Dick Tracy,Dick Tracy Collection,224011,41907.0
776,776,254933,1941-12-27,Dick Tracy vs. Crime Inc.,Dick Tracy vs. Crime Inc.,Dick Tracy Collection,224011,8267659.0
777,777,110699,1939-09-02,Dick Tracy's G-Men,Dick Tracy's G-Men,Dick Tracy Collection,224011,8265606.0
778,778,8329,2007-11-23,[REC],[REC],[REC] Collection,74508,11665498.0
779,779,10664,2009-09-15,[REC]²,[REC]²,[REC] Collection,74508,11665498.0
780,780,80280,2012-03-30,[REC]³ Génesis,[REC]³ Genesis,[REC] Collection,74508,24563042.0
781,781,185341,2014-10-31,[REC]⁴: Apocalipsis,[REC]⁴ Apocalypse,[REC] Collection,74508,33486311.0
782,782,11356,1968-05-16,The Odd Couple,The Odd Couple,The Odd Couple Collection,221966,6492614.0
783,783,27472,1998-04-09,The Odd Couple II,The Odd Couple II,The Odd Couple Collection,221966,2272969.0
784,784,101289,1944-03-18,"See Here, Private Hargrove","See Here, Private Hargrove",Private Hargrove,1211153,40956439.0
785,785,215302,1945-11-21,"What Next, Corporal Hargrove?","What Next, Corporal Hargrove?",Private Hargrove,1211153,40956161.0
786,786,9012,2002-10-25,Jackass: The Movie,Jackass: The Movie,Jackass Collection,17178,1161730.0
787,787,12094,2006-09-22,Jackass Number Two,Jackass Number Two,Jackass Collection,17178,5315100.0
788,788,16290,2010-10-15,Jackass 3D,Jackass 3D,Jackass Collection,17178,25477324.0
789,789,65851,2011-04-01,Jackass 3.5,Jackass 3.5,Jackass Collection,17178,25477324.0
790,790,14158,2007-12-18,Jackass 2.5,Jackass 2.5,Jackass Collection,17178,5315100.0
791,791,656663,2022-02-01,Jackass Forever,Jackass Forever,Jackass Collection,17178,62623634.0
792,792,828853,2022-05-20,Jackass 4.5,Jackass 4.5,Jackass Collection,17178,62623634.0
793,793,17386,1983-09-07,Revenge of the Ninja,Revenge of the Ninja,The Ninja Trilogy,373538,4386957.0
794,794,28148,1984-09-14,Ninja III: The Domination,Ninja III: The Domination,The Ninja Trilogy,373538,5137345.0
795,795,17205,1981-07-17,Enter the Ninja,Enter the Ninja,The Ninja Trilogy,373538,5137533.0
796,796,27877,1993-01-01,Zombie Bloodbath,Zombie Bloodbath,Zombie Bloodbath Collection,133922,11892657.0
797,797,27878,1995-01-01,Zombie Bloodbath 2: Rage of the Undead,Zombie Bloodbath 2: Rage of the Undead,Zombie Bloodbath Collection,133922,1105820.0
798,798,27879,2000-01-01,Zombie Bloodbath 3: Zombie Armageddon,Zombie Bloodbath 3: Zombie Armageddon,Zombie Bloodbath Collection,133922,32591966.0
799,799,27085,1974-08-13,The Land That Time Forgot,The Land That Time Forgot,Caprona (Amicus) Collection,211753,2820813.0
800,800,27591,1977-07-06,The People That Time Forgot,The People That Time Forgot,Caprona (Amicus) Collection,211753,3937957.0
801,801,17604,1965-04-18,She,She,She Collection,123717,4967070.0
802,802,64428,1968-04-14,The Vengeance of She,The Vengeance of She,She Collection,123717,28256244.0
803,803,153161,1938-10-14,Young Dr. Kildare,Young Dr. Kildare,Dr. Kildare Collection,721733,1221314.0
804,804,85540,1940-09-06,Dr. Kildare Goes Home,Dr. Kildare Goes Home,Dr. Kildare Collection,721733,30676896.0
805,805,153162,1939-04-28,Calling Dr. Kildare,Calling Dr. Kildare,Dr. Kildare Collection,721733,41035926.0
806,806,153163,1939-11-24,The Secret of Dr. Kildare,The Secret of Dr. Kildare,Dr. Kildare Collection,721733,29144938.0
807,807,153166,1941-05-02,The People Vs. Dr. Kildare,The People Vs. Dr. Kildare,Dr. Kildare Collection,721733,34210751.0
808,808,88643,1940-11-29,Dr. Kildare's Crisis,Dr. Kildare's Crisis,Dr. Kildare Collection,721733,38050228.0
809,809,90149,1941-08-22,Dr. Kildare's Wedding Day,Dr. Kildare's Wedding Day,Dr. Kildare Collection,721733,38050783.0
810,810,153169,1942-02-04,Dr. Kildare's Victory,Dr. Kildare's Victory,Dr. Kildare Collection,721733,28949570.0
811,811,153165,1940-04-12,Dr. Kildare's Strange Case,Dr. Kildare's Strange Case,Dr. Kildare Collection,721733,25090397.0
812,812,183190,1942-11-01,Dr. Gillespie's New Assistant,Dr. Gillespie's New Assistant,Dr. Kildare Collection,721733,35282934.0
813,813,96655,1943-05-08,Dr. Gillespie's Criminal Case,Dr. Gillespie's Criminal Case,Dr. Kildare Collection,721733,41616153.0
814,814,200454,1944-05-25,3 Men in White,3 Men in White,Dr. Kildare Collection,721733,7675727.0
815,815,239228,1945-03-28,Between Two Women,Between Two Women,Dr. Kildare Collection,721733,41616309.0
816,816,308486,1947-06-24,Dark Delusion,Dark Delusion,Dr. Kildare Collection,721733,41580430.0
817,817,3576,1942-08-01,Calling Dr. Gillespie,Calling Dr. Gillespie,Dr. Kildare Collection,721733,38131234.0
818,818,83816,1937-04-16,Internes Can't Take Money,Internes Can't Take Money,Dr. Kildare Collection,721733,13981356.0
819,819,22586,1994-11-18,The Swan Princess,The Swan Princess,The Swan Princess Collection,144200,3956788.0
820,820,54113,1997-06-19,The Swan Princess: Escape from Castle Mountain,The Swan Princess: Escape from Castle Mountain,The Swan Princess Collection,144200,10336027.0
821,821,28302,1998-08-04,The Swan Princess: The Mystery of the Enchanted Kingdom,The Swan Princess: The Mystery of the Enchanted Kingdom,The Swan Princess Collection,144200,15087473.0
822,822,141102,2012-11-05,The Swan Princess Christmas,The Swan Princess Christmas,The Swan Princess Collection,144200,37588835.0
823,823,254263,2014-02-25,The Swan Princess: A Royal Family Tale,The Swan Princess: A Royal Family Tale,The Swan Princess Collection,144200,40709799.0
824,824,414223,2016-09-06,"The Swan Princess: Princess Tomorrow, Pirate Today!","The Swan Princess: Princess Tomorrow, Pirate Today!",The Swan Princess Collection,144200,47163694.0
825,825,443484,2017-03-26,The Swan Princess: Royally Undercover,The Swan Princess: Royally Undercover,The Swan Princess Collection,144200,47163694.0
826,826,510096,2018-03-27,The Swan Princess: A Royal Myztery,The Swan Princess: A Royal Myztery,The Swan Princess Collection,144200,47163694.0
827,827,605829,2019-08-05,The Swan Princess: Kingdom of Music,The Swan Princess: Kingdom of Music,The Swan Princess Collection,144200,47163694.0
828,828,718100,2020-07-20,The Swan Princess: A Royal Wedding,The Swan Princess: A Royal Wedding,The Swan Princess Collection,144200,47163694.0
829,829,1118203,2023-05-15,The Swan Princess: A Fairytale Is Born,The Swan Princess: A Fairytale Is Born,The Swan Princess Collection,144200,47163694.0
830,830,1175959,2023-09-19,The Swan Princess: Far Longer Than Forever,The Swan Princess: Far Longer Than Forever,The Swan Princess Collection,144200,47163694.0
831,831,3079,1957-05-20,The Curse of Frankenstein,The Curse of Frankenstein,Frankenstein (Hammer) Collection,123720,1785123.0
832,832,3127,1958-06-13,The Revenge of Frankenstein,The Revenge of Frankenstein,Frankenstein (Hammer) Collection,123720,4823450.0
833,833,3124,1964-05-08,The Evil of Frankenstein,The Evil of Frankenstein,Frankenstein (Hammer) Collection,123720,2091355.0
834,834,3104,1967-03-15,Frankenstein Created Woman,Frankenstein Created Woman,Frankenstein (Hammer) Collection,123720,2206417.0
835,835,3075,1969-05-22,Frankenstein Must Be Destroyed,Frankenstein Must Be Destroyed,Frankenstein (Hammer) Collection,123720,2035109.0
836,836,3117,1974-04-01,Frankenstein and the Monster from Hell,Frankenstein and the Monster from Hell,Frankenstein (Hammer) Collection,123720,4287489.0
837,837,3145,1970-11-08,The Horror of Frankenstein,The Horror of Frankenstein,Frankenstein (Hammer) Collection,123720,4141849.0
838,838,11868,1958-05-22,Dracula,Dracula,Dracula (Hammer) Collection,123724,651538.0
839,839,23220,1960-07-07,The Brides of Dracula,The Brides of Dracula,Dracula (Hammer) Collection,123724,2093556.0
840,840,17102,1966-01-09,Dracula: Prince of Darkness,Dracula: Prince of Darkness,Dracula (Hammer) Collection,123724,2091800.0
841,841,29778,1968-11-07,Dracula Has Risen from the Grave,Dracula Has Risen from the Grave,Dracula (Hammer) Collection,123724,2035081.0
842,842,29748,1970-05-07,Taste the Blood of Dracula,Taste the Blood of Dracula,Dracula (Hammer) Collection,123724,3524875.0
843,843,34479,1970-11-08,Scars of Dracula,Scars of Dracula,Dracula (Hammer) Collection,123724,2100438.0
844,844,33020,1972-06-26,Dracula A.D. 1972,Dracula A.D. 1972,Dracula (Hammer) Collection,123724,3827670.0
845,845,35669,1973-11-03,The Satanic Rites of Dracula,The Satanic Rites of Dracula,Dracula (Hammer) Collection,123724,2543730.0
846,846,26480,1974-07-11,The Legend of the 7 Golden Vampires,The Legend of the 7 Golden Vampires,Dracula (Hammer) Collection,123724,2280366.0
847,847,24580,1955-08-26,The Quatermass Xperiment,The Quatermass Xperiment,Quatermass (Hammer series),123726,865607.0
848,848,26278,1957-05-24,Quatermass 2,Quatermass 2,Quatermass (Hammer series),123726,869181.0
849,849,26912,1967-11-09,Quatermass and the Pit,Quatermass and the Pit,Quatermass (Hammer series),123726,871066.0
850,850,11811,1993-01-08,Leprechaun,Leprechaun,Leprechaun Collection,19285,1688077.0
851,851,18009,1994-04-08,Leprechaun 2,Leprechaun 2,Leprechaun Collection,19285,8675614.0
852,852,18011,2000-03-28,Leprechaun in the Hood,Leprechaun in the Hood,Leprechaun Collection,19285,5994199.0
853,853,19286,1995-06-27,Leprechaun 3,Leprechaun 3,Leprechaun Collection,19285,5444637.0
854,854,19287,1997-02-25,Leprechaun 4: In Space,Leprechaun 4: In Space,Leprechaun Collection,19285,5466192.0
855,855,19288,2003-12-30,Leprechaun: Back 2 tha Hood,Leprechaun: Back 2 tha Hood,Leprechaun Collection,19285,7639116.0
856,856,518158,2018-12-11,Leprechaun Returns,Leprechaun Returns,Leprechaun Collection,19285,56980261.0
857,857,71679,2012-09-12,Resident Evil: Retribution,Resident Evil: Retribution,Resident Evil Collection,17255,31841233.0
858,858,35791,2010-09-09,Resident Evil: Afterlife,Resident Evil: Afterlife,Resident Evil Collection,17255,15332396.0
859,859,1576,2002-03-15,Resident Evil,Resident Evil,Resident Evil Collection,17255,1033297.0
860,860,1577,2004-09-10,Resident Evil: Apocalypse,Resident Evil: Apocalypse,Resident Evil Collection,17255,797798.0
861,861,7737,2007-09-20,Resident Evil: Extinction,Resident Evil: Extinction,Resident Evil Collection,17255,2271177.0
862,862,173897,2016-12-23,Resident Evil: The Final Chapter,Resident Evil: The Final Chapter,Resident Evil Collection,17255,42065330.0
863,863,10222,1989-04-20,Kickboxer,Kickboxer,Kickboxer Collection,105322,2886766.0
864,864,24993,1991-01-30,Kickboxer 2: The Road Back,Kickboxer 2: The Road Back,Kickboxer Collection,105322,12816598.0
865,865,39027,1992-06-11,Kickboxer 3: The Art of War,Kickboxer 3: The Art of War,Kickboxer Collection,105322,21260121.0
866,866,50346,1994-07-27,Kickboxer 4: The Aggressor,Kickboxer 4: The Aggressor,Kickboxer Collection,105322,6103939.0
867,867,40661,1995-08-01,The Redemption: Kickboxer 5,The Redemption: Kickboxer 5,Kickboxer Collection,105322,21260147.0
868,868,73752,1982-02-25,神鵰俠侶,Brave Archer and His Mate,The Brave Archer Collection,205675,26878691.0
869,869,66171,1983-12-02,楊過與小龍女,Little Dragon Maiden,The Brave Archer Collection,205675,26668118.0
870,870,73749,1977-07-30,射鵰英雄傳,The Brave Archer,The Brave Archer Collection,205675,10600575.0
871,871,73751,1978-05-13,射鵰英雄傳續集,The Brave Archer 2,The Brave Archer Collection,205675,26892787.0
872,872,74269,1981-11-12,射鵰英雄傳第三集,The Brave Archer 3,The Brave Archer Collection,205675,26893087.0
873,873,9011,2000-03-14,The Prophecy 3: The Ascent,The Prophecy 3: The Ascent,The Prophecy Collection,9068,2761187.0
874,874,9033,1998-01-20,The Prophecy II,The Prophecy II,The Prophecy Collection,9068,2761219.0
875,875,11980,1995-08-05,The Prophecy,The Prophecy,The Prophecy Collection,9068,2282187.0
876,876,19564,2005-06-07,The Prophecy: Uprising,The Prophecy: Uprising,The Prophecy Collection,9068,8431192.0
877,877,37529,2005-09-06,The Prophecy: Forsaken,The Prophecy: Forsaken,The Prophecy Collection,9068,2681577.0
878,878,9277,1973-12-25,The Sting,The Sting,The Sting Collection,330605,62440.0
879,879,36912,1983-02-18,The Sting II,The Sting II,The Sting Collection,330605,16385924.0
880,880,2182,1978-10-01,Attack of the Killer Tomatoes!,Attack of the Killer Tomatoes!,Killer Tomatoes! Collection,47983,29160333.0
881,881,15482,1988-04-22,Return of the Killer Tomatoes!,Return of the Killer Tomatoes!,Killer Tomatoes! Collection,47983,1918683.0
882,882,36779,1991-11-14,Killer Tomatoes Strike Back!,Killer Tomatoes Strike Back!,Killer Tomatoes! Collection,47983,5859582.0
883,883,36896,1992-11-18,Killer Tomatoes Eat France!,Killer Tomatoes Eat France!,Killer Tomatoes! Collection,47983,8418734.0
884,884,10260,1984-09-19,Les Ripoux,My New Partner,My New Partner Collection,238448,1013723.0
885,885,22240,1990-02-07,Ripoux contre Ripoux,My New Partner II,My New Partner Collection,238448,41908735.0
886,886,22623,2003-12-10,Ripoux 3,My New Partner III,My New Partner Collection,238448,324616.0
887,887,147084,1957-11-13,La Momia Azteca,The Aztec Mummy,The Aztec Mummy Collection,510834,44149828.0
888,888,136852,1957-12-11,La maldición de la momia azteca,The Curse of the Aztec Mummy,The Aztec Mummy Collection,510834,33100463.0
889,889,31243,1958-07-17,La momia azteca contra el robot humano,The Robot vs. The Aztec Mummy,The Aztec Mummy Collection,510834,11094934.0
890,890,92693,1964-11-27,Las luchadoras contra la momia,The Wrestling Women vs. the Aztec Mummy,The Aztec Mummy Collection,510834,11094934.0
891,891,89345,2000-09-12,Bloody Murder,Bloody Murder,Bloody Murder Collection,623480,10069804.0
892,892,103971,2003-02-18,Bloody Murder 2: Closing Camp,Bloody Murder 2: Closing Camp,Bloody Murder Collection,623480,10069910.0
893,893,539,1960-06-22,Psycho,Psycho,Psycho Collection,119674,23880.0
894,894,10576,1983-06-03,Psycho II,Psycho II,Psycho Collection,119674,2097287.0
895,895,12662,1986-04-02,Psycho III,Psycho III,Psycho Collection,119674,2097338.0
896,896,40377,1990-11-10,Psycho IV: The Beginning,Psycho IV: The Beginning,Psycho Collection,119674,2011090.0
897,897,24789,1991-08-08,Subspecies,Subspecies,Subspecies Collection,103291,3820307.0
898,898,52021,1994-02-16,Bloodlust: Subspecies III,Bloodlust: Subspecies III,Subspecies Collection,103291,3820307.0
899,899,52022,1998-12-08,Subspecies 4: Bloodstorm,Subspecies 4: Bloodstorm,Subspecies Collection,103291,3820307.0
900,900,52017,1993-04-20,Bloodstone: Subspecies II,Bloodstone: Subspecies II,Subspecies Collection,103291,3820307.0
901,901,34125,1997-02-25,Vampire Journals,Vampire Journals,Subspecies Collection,103291,3239688.0
902,902,596702,2023-05-15,Subspecies V: Blood Rise,Subspecies V: Blood Rise,Subspecies Collection,103291,3820307.0
903,903,1842,1972-08-01,The Legend of Boggy Creek,The Legend of Boggy Creek,Boggy Creek Collection,983933,3416006.0
904,904,31263,1984-02-13,Boggy Creek II: And the Legend Continues,Boggy Creek II: And the Legend Continues,Boggy Creek Collection,983933,38617446.0
905,905,283885,1977-07-29,Return to Boggy Creek,Return to Boggy Creek,Boggy Creek Collection,983933,42542488.0
906,906,78083,2010-07-01,Boggy Creek,Boggy Creek,Boggy Creek Collection,983933,3416006.0
907,907,232789,2010-12-31,The Legacy of Boggy Creek,The Legacy of Boggy Creek,Boggy Creek Collection,983933,3416006.0
908,908,9084,2001-10-04,Der kleine Eisbär,The Little Polar Bear,The Little Polar Bear Collection,9088,4967254.0
909,909,14376,2005-09-29,Der kleine Eisbär 2 - Die geheimnisvolle Insel,The Little Polar Bear 2: The Mysterious Island,The Little Polar Bear Collection,9088,4967037.0
910,910,77378,2003-03-27,"Der kleine Eisbär - Neue Abenteuer, neue Freunde 2",The Little Polar Bear: The Dream of Flying,The Little Polar Bear Collection,9088,4967254.0
911,911,171398,2003-11-20,Der kleine Eisbär - Nanouks Rettung,The Little Polar Bear: Nanouk's Rescue,The Little Polar Bear Collection,9088,4967254.0
912,912,204712,2002-12-05,"Der kleine Eisbär - Neue Abenteuer, neue Freunde",The Little Polar Bear: Lars and the Little Tiger,The Little Polar Bear Collection,9088,4967254.0
913,913,76797,2004-11-05,Der kleine Eisbär - Besuch vom Südpol,The Little Polar Bear: A Visitor from the South Pole,The Little Polar Bear Collection,9088,4967254.0
